Ngày đăng,Loại hình,Giá (VND),Giá gốc (VND),Diện tích,Diện tích gốc (m2),Giấy tờ pháp lý,Phòng ngủ,Phòng tắm,Tình trạng nội thất
22/09/2025,alley_house,0.01746583602468395,2980000000.0,0.022010818877075174,16.6,certificate,2.0,2.0,partially_furnished
22/09/2025,alley_house,0.05582125902264265,9500000000.0,0.09438537586271217,55.4,certificate,3.0,3.0,unfurnished
22/09/2025,alley_house,0.029348957873744773,5000000000.0,0.102182428651371,59.58,certificate,2.0,2.0,partially_furnished
22/09/2025,alley_house,0.05758607909923584,9800000000.0,0.044581234844245476,28.7,certificate,3.0,3.0,unfurnished
22/09/2025,alley_house,0.062292265970151015,10600000000.0,0.20910277933221413,116.9,certificate,4.0,5.0,unfurnished
21/09/2025,alley_house,0.03523169146238875,6000000000.0,0.03973139339675434,26.1,certificate,5.0,6.0,partially_furnished
20/09/2025,alley_house,0.032290324668066764,5500000000.0,0.061928744637194555,38.0,certificate,4.0,3.0,unfurnished
20/09/2025,alley_house,0.025231044361693992,4300000000.0,0.030404775228502146,21.1,certificate,2.0,2.0,unfurnished
20/09/2025,alley_house,0.06758672619993059,11500000000.0,0.23391158365976494,130.2,certificate,3.0,3.0,unfurnished
20/09/2025,alley_house,0.0498208707622258,8480000000.0,0.06547285954113038,39.9,certificate,4.0,3.0,partially_furnished
20/09/2025,alley_house,0.018760037414185624,3200000000.0,0.03227009886215258,22.1,certificate,2.0,2.0,partially_furnished
20/09/2025,alley_house,0.022583814246804206,3850000000.0,0.03506808431262824,23.6,certificate,2.0,3.0,partially_furnished
19/09/2025,alley_house,0.027584137797151582,4700000000.0,0.04868494683827644,30.9,certificate,4.0,3.0,unfurnished
19/09/2025,alley_house,0.03817305825671073,6500000000.0,0.09550457004290244,56.0,certificate,3.0,3.0,unfurnished
19/09/2025,alley_house,0.02581931772055839,4400000000.0,0.07946278679350867,47.4,certificate,2.0,2.0,unfurnished
19/09/2025,alley_house,0.05582125902264265,9500000000.0,0.07983585152023877,47.6,certificate,5.0,6.0,partially_furnished
19/09/2025,alley_house,0.0852349269658625,14500000000.0,0.11676925946651745,67.4,certificate,4.0,5.0,partially_furnished
19/09/2025,alley_house,0.018760037414185624,3200000000.0,0.025741466144376054,18.6,certificate,2.0,2.0,unfurnished
19/09/2025,alley_house,0.020524857490778814,3500000000.0,0.04532736429770565,29.1,certificate,3.0,2.0,unfurnished
19/09/2025,alley_house,0.03223149733218032,5490000000.0,0.08039544861033389,47.9,certificate,2.0,1.0,partially_furnished
19/09/2025,alley_house,0.08817629376018449,15000000000.0,0.06565939190449543,40.0,certificate,6.0,3.0,unfurnished
19/09/2025,alley_house,0.024936907682261793,4250000000.0,0.0378660697631039,25.1,certificate,2.0,2.0,partially_furnished
19/09/2025,alley_house,0.05052679879286307,8600000000.0,0.08282036933407946,49.2,certificate,3.0,4.0,furnished
18/09/2025,alley_house,0.05582125902264265,9500000000.0,0.03823913448983399,25.3,certificate,3.0,2.0,furnished
18/09/2025,alley_house,0.04935025207513428,8400000000.0,0.06472673008767021,39.5,certificate,2.0,2.0,unfurnished
18/09/2025,alley_house,0.06170399261128662,10500000000.0,0.12049990673381833,69.4,certificate,5.0,4.0,unfurnished
18/09/2025,alley_house,0.04758543199854109,8100000000.0,0.11173288565566127,64.7,certificate,4.0,5.0,unfurnished
18/09/2025,alley_house,0.016406943978728036,2800000000.0,0.019399365789964557,15.2,certificate,2.0,2.0,unfurnished
18/09/2025,alley_house,0.01752466336057039,2990000000.0,0.061555679910464456,37.8,certificate,3.0,2.0,unfurnished
18/09/2025,alley_house,0.04287924512762591,7300000000.0,0.08375303115090468,49.7,certificate,2.0,2.0,unfurnished
18/09/2025,alley_house,0.03699651153898194,6300000000.0,0.07535907479947772,45.2,certificate,2.0,3.0,unfurnished
18/09/2025,alley_house,0.041114425051032716,7000000000.0,0.1272150718149599,73.0,certificate,5.0,6.0,unfurnished
18/09/2025,alley_house,0.02993723123260917,5100000000.0,0.08431262824099982,50.0,certificate,1.0,1.0,unfurnished
18/09/2025,alley_house,0.026937037102400745,4590000000.0,0.0787166573400485,47.0,certificate,2.0,1.0,unfurnished
18/09/2025,alley_house,0.033761008065227756,5750000000.0,0.10762917366163029,62.5,certificate,3.0,3.0,unfurnished
18/09/2025,alley_house,0.03523169146238875,6000000000.0,0.09196045513896661,54.1,certificate,3.0,2.0,unfurnished
18/09/2025,alley_house,0.028466547835448178,4850000000.0,0.06603245663122552,40.2,certificate,3.0,2.0,unfurnished
18/09/2025,alley_house,0.05052679879286307,8600000000.0,0.06864390971833613,41.6,certificate,3.0,5.0,unfurnished
18/09/2025,alley_house,0.026701727758854984,4550000000.0,0.052602126468942356,33.0,certificate,2.0,2.0,unfurnished
18/09/2025,alley_house,0.0452323385630835,7700000000.0,0.06994963626189143,42.3,certificate,3.0,4.0,partially_furnished
18/09/2025,alley_house,0.09288248063109966,15800000000.0,0.1289311695579183,73.92,certificate,4.0,5.0,unfurnished
18/09/2025,alley_house,0.01758349069645683,3000000000.0,0.0374930050363738,24.9,certificate,2.0,2.0,partially_furnished
18/09/2025,alley_house,0.03876133161557513,6600000000.0,0.11732885655661257,67.7,certificate,3.0,3.0,unfurnished
18/09/2025,alley_house,0.05582125902264265,9500000000.0,0.1102406267487409,63.9,certificate,6.0,6.0,partially_furnished
18/09/2025,alley_house,0.037584784897846335,6400000000.0,0.05782503264316359,35.8,certificate,4.0,4.0,partially_furnished
18/09/2025,alley_house,0.02164257687262117,3690000000.0,0.03413542249580302,23.1,certificate,2.0,2.0,furnished
18/09/2025,alley_house,0.051703345510591865,8800000000.0,0.06565939190449543,40.0,certificate,7.0,7.0,furnished
17/09/2025,alley_house,0.08758802040132009,14900000000.0,0.11378474165267673,65.8,certificate,6.0,5.0,unfurnished
17/09/2025,alley_house,0.032290324668066764,5500000000.0,0.11341167692594664,65.6,certificate,4.0,4.0,unfurnished
17/09/2025,alley_house,0.058762625816964634,10000000000.0,0.18373437791456818,103.3,certificate,3.0,4.0,unfurnished
17/09/2025,alley_house,0.022877950926236405,3900000000.0,0.1624696884909532,91.9,certificate,3.0,2.0,unfurnished
17/09/2025,alley_house,0.03464341810352435,5900000000.0,0.13019958962880057,74.6,certificate,3.0,2.0,unfurnished
17/09/2025,alley_house,0.029348957873744773,5000000000.0,0.04626002611453087,29.6,certificate,2.0,3.0,unfurnished
17/09/2025,alley_house,0.034055144744659954,5800000000.0,0.20238761425107255,113.3,certificate,4.0,2.0,unfurnished
17/09/2025,alley_house,0.03640823818011754,6200000000.0,0.12049990673381833,69.4,certificate,2.0,1.0,partially_furnished
17/09/2025,alley_house,0.03993787833330392,6800000000.0,0.08207423988061928,48.8,certificate,2.0,1.0,unfurnished
17/09/2025,alley_house,0.04229097176876151,7200000000.0,0.14027233725051297,80.0,certificate,2.0,1.0,partially_furnished
17/09/2025,alley_house,0.05758607909923584,9800000000.0,0.1055773176646148,61.4,certificate,8.0,8.0,unfurnished
17/09/2025,alley_house,0.09405902734882846,16000000000.0,0.14027233725051297,80.0,certificate,4.0,5.0,partially_furnished
17/09/2025,alley_house,0.031113777950337963,5300000000.0,0.08841634023503078,52.2,certificate,1.0,1.0,unfurnished
17/09/2025,alley_house,0.030525504591473566,5200000000.0,0.07714978548778212,46.16,certificate,2.0,1.0,partially_furnished
17/09/2025,alley_house,0.013936195871497567,2380000000.0,0.012497668345457937,11.5,certificate,2.0,3.0,partially_furnished
17/09/2025,alley_house,0.022289677567372008,3800000000.0,0.03935832867002424,25.9,certificate,2.0,3.0,unfurnished
17/09/2025,alley_house,0.08170528681267611,13900000000.0,0.2102219735124044,117.5,certificate,6.0,5.0,unfurnished
17/09/2025,alley_house,0.07288118642971016,12400000000.0,0.21395262077970525,119.5,certificate,5.0,4.0,unfurnished
17/09/2025,alley_house,0.07229291307084576,12300000000.0,0.11807498601007274,68.1,certificate,7.0,7.0,unfurnished
17/09/2025,alley_house,0.0640570860467442,10900000000.0,0.061928744637194555,38.0,certificate,4.0,3.0,unfurnished
17/09/2025,alley_house,0.019054174093617822,3250000000.0,0.019399365789964557,15.2,certificate,3.0,2.0,partially_furnished
17/09/2025,alley_house,0.02552518104112619,4350000000.0,0.061182615183734385,37.6,certificate,2.0,1.0,unfurnished
17/09/2025,alley_house,0.03287859802693116,5600000000.0,0.0833799664241746,49.5,certificate,3.0,2.0,unfurnished
17/09/2025,alley_house,0.03817305825671073,6500000000.0,0.1357955605297519,77.6,certificate,2.0,2.0,partially_furnished
17/09/2025,alley_house,0.03493755478295655,5950000000.0,0.04420817011751539,28.5,certificate,2.0,2.0,partially_furnished
16/09/2025,alley_house,0.049938525433998675,8500000000.0,0.18504010445812347,104.0,certificate,3.0,2.0,partially_furnished
16/09/2025,alley_house,0.03346687138579556,5700000000.0,0.13393023689610145,76.6,certificate,2.0,1.0,unfurnished
16/09/2025,alley_house,0.058762625816964634,10000000000.0,0.21434433874277184,119.71,certificate,3.0,2.0,unfurnished
16/09/2025,alley_house,0.07641082658289654,13000000000.0,0.18802462227196418,105.6,certificate,3.0,3.0,unfurnished
16/09/2025,alley_house,0.03817305825671073,6500000000.0,0.1357955605297519,77.6,certificate,2.0,3.0,unfurnished
16/09/2025,alley_house,0.03817305825671073,6500000000.0,0.05148293228875209,32.4,certificate,3.0,3.0,unfurnished
16/09/2025,alley_house,0.014642123902134844,2500000000.0,0.01510912143256855,12.9,certificate,1.0,1.0,unfurnished
16/09/2025,alley_house,0.04229097176876151,7200000000.0,0.10706957657153517,62.2,certificate,2.0,2.0,partially_furnished
16/09/2025,alley_house,0.07052809299425257,12000000000.0,0.12385748927438911,71.2,certificate,4.0,4.0,partially_furnished
16/09/2025,alley_house,0.049938525433998675,8500000000.0,0.22758813654168997,126.81,certificate,3.0,2.0,partially_furnished
16/09/2025,alley_house,0.03170205130920237,5400000000.0,0.054653982465957845,34.1,certificate,4.0,3.0,unfurnished
16/09/2025,alley_house,0.024936907682261793,4250000000.0,0.1371012870733072,78.3,certificate,2.0,2.0,unfurnished
16/09/2025,alley_house,0.0658219061233374,11200000000.0,0.140458869613878,80.1,certificate,4.0,4.0,unfurnished
16/09/2025,alley_house,0.06170399261128662,10500000000.0,0.07964931915687372,47.5,certificate,2.0,2.0,unfurnished
16/09/2025,alley_house,0.07641082658289654,13000000000.0,0.10930796493191568,63.4,certificate,3.0,3.0,unfurnished
16/09/2025,alley_house,0.03170205130920237,5400000000.0,0.10968102965864578,63.6,certificate,3.0,3.0,unfurnished
16/09/2025,alley_house,0.03523169146238875,6000000000.0,0.041037119940309646,26.8,certificate,5.0,4.0,unfurnished
16/09/2025,alley_house,0.03993787833330392,6800000000.0,0.12628240999813467,72.5,certificate,2.0,2.0,unfurnished
16/09/2025,alley_house,0.04935025207513428,8400000000.0,0.06715165081141578,40.8,certificate,5.0,3.0,partially_furnished
16/09/2025,alley_house,0.02817241115601598,4800000000.0,0.09848908785674314,57.6,certificate,7.0,7.0,unfurnished
16/09/2025,alley_house,0.023172087605668603,3950000000.0,0.11994030964372318,69.1,certificate,3.0,4.0,unfurnished
16/09/2025,alley_house,0.02752531046126514,4690000000.0,0.030315239694086924,21.052,certificate,2.0,2.0,unfurnished
16/09/2025,alley_house,0.03817305825671073,6500000000.0,0.09736989367655288,57.0,certificate,5.0,2.0,unfurnished
16/09/2025,alley_house,0.05582125902264265,9500000000.0,0.0650997948144003,39.7,certificate,4.0,3.0,partially_furnished
16/09/2025,alley_house,0.03699651153898194,6300000000.0,0.10147360567058385,59.2,certificate,3.0,3.0,unfurnished
16/09/2025,alley_house,0.016406943978728036,2800000000.0,0.026487595597836224,19.0,certificate,2.0,2.0,unfurnished
16/09/2025,alley_house,0.03170205130920237,5400000000.0,0.06272132064913262,38.4249,certificate,3.0,3.0,unfurnished
16/09/2025,alley_house,0.024642771002829595,4200000000.0,0.1328110427159112,76.0,certificate,4.0,4.0,unfurnished
16/09/2025,alley_house,0.039643741653871724,6750000000.0,0.04346204066405521,28.1,certificate,2.0,2.0,partially_furnished
16/09/2025,alley_house,0.05287989222832066,9000000000.0,0.04066405521357956,26.6,certificate,1.0,1.0,unfurnished
16/09/2025,alley_house,0.0234662242851008,4000000000.0,0.18522663682148852,104.1,certificate,4.0,3.0,unfurnished
16/09/2025,alley_house,0.03346687138579556,5700000000.0,0.04793881738481626,30.5,certificate,3.0,3.0,unfurnished
16/09/2025,alley_house,0.06170399261128662,10500000000.0,0.09550457004290244,56.0,certificate,6.0,5.0,unfurnished
16/09/2025,alley_house,0.060527445893557824,10300000000.0,0.11714232419324752,67.6,certificate,4.0,4.0,unfurnished
16/09/2025,alley_house,0.03640823818011754,6200000000.0,0.1962320462600261,110.0,certificate,4.0,3.0,unfurnished
16/09/2025,alley_house,0.022877950926236405,3900000000.0,0.04346204066405521,28.1,certificate,2.0,2.0,unfurnished
16/09/2025,alley_house,0.03817305825671073,6500000000.0,0.16881178884536466,95.3,certificate,4.0,2.0,furnished
15/09/2025,alley_house,0.01317144050497385,2250000000.0,0.038724118634583096,25.56,certificate,4.0,3.0,unfurnished
15/09/2025,alley_house,0.041114425051032716,7000000000.0,0.11005409438537585,63.8,certificate,2.0,2.0,unfurnished
15/09/2025,alley_house,0.014053850543270447,2400000000.0,0.014922589069203508,12.8,certificate,2.0,2.0,partially_furnished
15/09/2025,alley_house,0.022877950926236405,3900000000.0,0.12105950382391345,69.7,certificate,2.0,1.0,partially_furnished
15/09/2025,alley_house,0.10935413467930279,18600000000.0,0.07200149225890691,43.4,certificate,3.0,4.0,partially_furnished
15/09/2025,alley_house,0.041114425051032716,7000000000.0,0.15332960268606602,87.0,certificate,4.0,3.0,unfurnished
15/09/2025,alley_house,0.016759907994046672,2860000000.0,0.07573213952620779,45.4,certificate,1.0,1.0,unfurnished
15/09/2025,alley_house,0.024642771002829595,4200000000.0,0.049058011565006526,31.1,certificate,2.0,2.0,unfurnished
15/09/2025,alley_house,0.04029084234862256,6860000000.0,0.11826151837343779,68.2,certificate,5.0,5.0,partially_furnished
15/09/2025,alley_house,0.02111313084964321,3600000000.0,0.0408505875769446,26.7,certificate,2.0,1.0,unfurnished
15/09/2025,alley_house,0.01317144050497385,2250000000.0,0.017907106883044206,14.4,certificate,1.0,1.0,unfurnished
15/09/2025,alley_house,0.026995864438287182,4600000000.0,0.10240626748740907,59.7,certificate,1.0,2.0,unfurnished
15/09/2025,alley_house,0.02817241115601598,4800000000.0,0.046446558477895916,29.7,certificate,1.0,1.0,partially_furnished
15/09/2025,alley_house,0.03729064821841414,6350000000.0,0.1484797612385749,84.4,certificate,3.0,2.0,partially_furnished
15/09/2025,alley_house,0.037584784897846335,6400000000.0,0.08319343406080955,49.4,certificate,5.0,1.0,unfurnished
15/09/2025,alley_house,0.05817435245810024,9900000000.0,0.028539451594851706,20.1,certificate,3.0,3.0,unfurnished
15/09/2025,alley_house,0.060527445893557824,10300000000.0,0.23111359820928928,128.7,certificate,2.0,1.0,unfurnished
15/09/2025,alley_house,0.03523169146238875,6000000000.0,0.10874836784182056,63.1,certificate,3.0,1.0,unfurnished
15/09/2025,alley_house,0.026113454399990587,4450000000.0,0.04308897593732512,27.9,certificate,2.0,2.0,unfurnished
15/09/2025,alley_house,0.03876133161557513,6600000000.0,0.050736802835291916,32.0,certificate,4.0,4.0,partially_furnished
15/09/2025,alley_house,0.029054821194312574,4950000000.0,0.12908039544861033,74.0,certificate,4.0,2.0,unfurnished
15/09/2025,alley_house,0.04405579184535471,7500000000.0,0.06994963626189143,42.3,certificate,4.0,5.0,unfurnished
14/09/2025,alley_house,0.033761008065227756,5750000000.0,0.10296586457750419,60.0,certificate,4.0,4.0,unfurnished
12/09/2025,alley_house,0.030525504591473566,5200000000.0,0.03544114903935833,23.8,certificate,4.0,3.0,unfurnished
12/09/2025,alley_house,0.049938525433998675,8500000000.0,0.052602126468942356,33.0,certificate,5.0,5.0,unfurnished
12/09/2025,alley_house,0.01964244745248222,3350000000.0,0.03842566685319902,25.4,certificate,1.0,2.0,partially_furnished
12/09/2025,alley_house,0.009935937031219666,1700000000.0,0.007274762171236709,8.7,certificate,1.0,2.0,partially_furnished
12/09/2025,alley_house,0.04287924512762591,7300000000.0,0.07778399552322328,46.5,certificate,2.0,2.0,unfurnished
12/09/2025,alley_house,0.033761008065227756,5750000000.0,0.10762917366163029,62.5,certificate,4.0,4.0,unfurnished
12/09/2025,alley_house,0.02817241115601598,4800000000.0,0.10352546166759932,60.3,certificate,1.0,1.0,unfurnished
12/09/2025,alley_house,0.019054174093617822,3250000000.0,0.026674127961201267,19.1,certificate,2.0,2.0,partially_furnished
12/09/2025,alley_house,0.07641082658289654,13000000000.0,0.059317291550083945,36.6,certificate,6.0,5.0,partially_furnished
12/09/2025,alley_house,0.058762625816964634,10000000000.0,0.16023130013057266,90.7,certificate,3.0,4.0,partially_furnished
12/09/2025,alley_house,0.024348634323397404,4150000000.000001,0.063794068270845,39.0,certificate,2.0,1.0,unfurnished
12/09/2025,alley_house,0.03993787833330392,6800000000.0,0.1042715911210595,60.7,certificate,4.0,3.0,unfurnished
12/09/2025,alley_house,0.03811423092082429,6490000000.0,0.12572281290803955,72.2,certificate,5.0,5.0,unfurnished
12/09/2025,alley_house,0.07641082658289654,13000000000.0,0.052975191195672455,33.2,certificate,3.0,4.0,partially_furnished
12/09/2025,alley_house,0.09876521421974363,16800000000.0,0.1826151837343779,102.7,certificate,3.0,3.0,unfurnished
12/09/2025,alley_house,0.07641082658289654,13000000000.0,0.10221973512404402,59.6,certificate,6.0,7.0,unfurnished
12/09/2025,alley_house,0.05405643894604945,9200000000.0,0.09662376422309271,56.6,certificate,5.0,3.0,unfurnished
12/09/2025,alley_house,0.03699651153898194,6300000000.0,0.06864390971833613,41.6,certificate,3.0,3.0,unfurnished
12/09/2025,alley_house,0.03817305825671073,6500000000.0,0.04924454392837156,31.2,certificate,3.0,3.0,partially_furnished
12/09/2025,alley_house,0.07052809299425257,12000000000.0,0.08244730460734938,49.0,certificate,3.0,2.0,partially_furnished
12/09/2025,alley_house,0.044644065204219104,7600000000.0,0.19641857862339113,110.1,certificate,7.0,7.0,unfurnished
11/09/2025,alley_house,0.026113454399990587,4450000000.0,0.04327550830069017,28.0,certificate,2.0,2.0,unfurnished
11/09/2025,alley_house,0.04052615169216832,6900000000.0,0.053534788285767576,33.5,certificate,2.0,2.0,partially_furnished
11/09/2025,alley_house,0.04405579184535471,7500000000.0,0.04141018466703973,27.0,certificate,1.0,2.0,partially_furnished
11/09/2025,alley_house,0.026407591079422785,4500000000.0,0.06360753590747995,38.9,certificate,2.0,2.0,unfurnished
11/09/2025,alley_house,0.06935154627652378,11800000000.0,0.11565006528632717,66.8,certificate,6.0,4.0,unfurnished
11/09/2025,alley_house,0.05870379848107819,9990000000.0,0.03450848722253311,23.3,certificate,1.0,2.0,partially_furnished
11/09/2025,alley_house,0.10288312773179441,17500000000.0,0.10613691475470995,61.7,certificate,4.0,5.0,partially_furnished
11/09/2025,alley_house,0.04935025207513428,8400000000.0,0.053534788285767576,33.5,certificate,2.0,2.0,unfurnished
10/09/2025,alley_house,0.03993787833330392,6800000000.0,0.11788845364670769,68.0,certificate,2.0,2.0,unfurnished
10/09/2025,alley_house,0.052821064892434225,8990000000.0,0.09438537586271217,55.4,certificate,4.0,5.0,unfurnished
10/09/2025,alley_house,0.058762625816964634,10000000000.0,0.14027233725051297,80.0,certificate,4.0,5.0,unfurnished
10/09/2025,alley_house,0.05582125902264265,9500000000.0,0.16526767394142883,93.4,certificate,4.0,4.0,partially_furnished
10/09/2025,alley_house,0.04405579184535471,7500000000.0,0.08543182242119007,50.6,certificate,4.0,3.0,unfurnished
10/09/2025,alley_house,0.030819641270905765,5250000000.0,0.0889759373251259,52.5,certificate,4.0,4.0,furnished
10/09/2025,alley_house,0.07052809299425257,12000000000.0,0.10520425293788473,61.2,certificate,2.0,2.0,unfurnished
10/09/2025,alley_house,0.04052615169216832,6900000000.0,0.09046819623204626,53.3,certificate,4.0,4.0,unfurnished
10/09/2025,alley_house,0.04229097176876151,7200000000.0,0.10296586457750419,60.0,certificate,2.0,1.0,unfurnished
10/09/2025,alley_house,0.030525504591473566,5200000000.0,0.20238761425107255,113.3,certificate,3.0,2.0,partially_furnished
10/09/2025,alley_house,0.031113777950337963,5300000000.0,0.11509046819623205,66.5,certificate,4.0,3.0,unfurnished
10/09/2025,alley_house,0.039643741653871724,6750000000.0,0.21675060623018091,121.0,certificate,2.0,2.0,partially_furnished
10/09/2025,alley_house,0.09288248063109966,15800000000.0,0.10221973512404402,59.6,certificate,4.0,5.0,partially_furnished
10/09/2025,alley_house,0.07346945978857455,12500000000.0,0.10389852639432941,60.5,certificate,5.0,6.0,unfurnished
10/09/2025,alley_house,0.06170399261128662,10500000000.0,0.1285207983585152,73.7,certificate,3.0,4.0,unfurnished
10/09/2025,alley_house,0.058762625816964634,10000000000.0,0.07162842753217684,43.2,certificate,2.0,2.0,unfurnished
10/09/2025,alley_house,0.09876521421974363,16800000000.0,0.07050923335198657,42.6,certificate,4.0,4.0,unfurnished
10/09/2025,alley_house,0.049938525433998675,8500000000.0,0.06759932848349189,41.04,certificate,5.0,3.0,unfurnished
10/09/2025,alley_house,0.06699845284106619,11400000000.0,0.08860287259839582,52.3,certificate,4.0,4.0,partially_furnished
10/09/2025,alley_house,0.011112483748948462,1900000000.0,0.03879873157992912,25.6,certificate,3.0,2.0,unfurnished
10/09/2025,alley_house,0.0458206119219479,7800000000.0,0.08878940496176085,52.4,certificate,5.0,6.0,unfurnished
10/09/2025,alley_house,0.03640823818011754,6200000000.0,0.132064913262451,75.6,certificate,1.0,1.0,unfurnished
10/09/2025,alley_house,0.034055144744659954,5800000000.0,0.058198097369893675,36.0,certificate,2.0,3.0,furnished
10/09/2025,alley_house,0.05229161886945626,8900000000.0,0.10352546166759932,60.3,certificate,5.0,7.0,unfurnished
10/09/2025,alley_house,0.0646453594056086,11000000000.0,0.10184667039731393,59.4,certificate,2.0,2.0,unfurnished
10/09/2025,alley_house,0.033761008065227756,5750000000.0,0.061928744637194555,38.0,certificate,4.0,4.0,unfurnished
10/09/2025,alley_house,0.04287924512762591,7300000000.0,0.16526767394142883,93.4,certificate,6.0,6.0,unfurnished
10/09/2025,alley_house,0.02170140420850761,3700000000.0,0.0442641298265249,28.53,certificate,2.0,2.0,unfurnished
10/09/2025,alley_house,0.033349216714022675,5680000000.0,0.09662376422309271,56.6,certificate,3.0,3.0,unfurnished
10/09/2025,alley_house,0.03699651153898194,6300000000.0,0.14101846670397314,80.4,certificate,4.0,5.0,unfurnished
10/09/2025,alley_house,0.09523557406655725,16200000000.0,0.13467636634956165,77.0,certificate,16.0,16.0,furnished
10/09/2025,alley_house,0.02817241115601598,4800000000.0,0.12516321581794443,71.9,certificate,2.0,2.0,unfurnished
10/09/2025,alley_house,0.03140791462977017,5350000000.0,0.08058198097369894,48.0,certificate,3.0,4.0,unfurnished
06/09/2025,alley_house,0.04052615169216832,6900000000.0,0.03767953739973885,25.0,certificate,4.0,2.0,unfurnished
06/09/2025,alley_house,0.09288248063109966,15800000000.0,0.15892557358701734,90.0,certificate,2.0,3.0,unfurnished
06/09/2025,alley_house,0.04346751848649031,7400000000.0,0.1322514456258161,75.7,certificate,4.0,4.0,unfurnished
06/09/2025,alley_house,0.03817305825671073,6500000000.0,0.12161910091400857,70.0,certificate,3.0,2.0,unfurnished
06/09/2025,alley_house,0.041114425051032716,7000000000.0,0.11341167692594664,65.6,certificate,4.0,4.0,unfurnished
06/09/2025,alley_house,0.03517286412650231,5990000000.0,0.07591867188957284,45.5,certificate,2.0,3.0,furnished
06/09/2025,alley_house,0.058762625816964634,10000000000.0,0.06621898899459056,40.3,certificate,3.0,2.0,unfurnished
06/09/2025,alley_house,0.026407591079422785,4500000000.0,0.07057974258533857,42.637800000000006,certificate,2.0,2.0,unfurnished
06/09/2025,alley_house,0.07052809299425257,12000000000.0,0.058011565006528626,35.9,certificate,4.0,5.0,partially_furnished
06/09/2025,alley_house,0.024936907682261793,4250000000.0,0.03637381085618355,24.3,certificate,2.0,2.0,unfurnished
06/09/2025,alley_house,0.04758543199854109,8100000000.0,0.10296586457750419,60.0,certificate,5.0,6.0,unfurnished
05/09/2025,alley_house,0.007288706916329881,1250000000.0,0.0026114530871106136,6.2,certificate,1.0,1.0,unfurnished
02/09/2025,alley_house,0.014053850543270447,2400000000.0,0.03581421376608841,24.0,certificate,2.0,2.0,partially_furnished
30/08/2025,alley_house,0.030996123278565085,5280000000.0,0.059503823913448994,36.7,certificate,3.0,3.0,furnished
30/08/2025,alley_house,0.0869997470424557,14800000000.0,0.17049058011565008,96.2,certificate,6.0,7.0,partially_furnished
30/08/2025,alley_house,0.06935154627652378,11800000000.0,0.0800223838836038,47.7,certificate,4.0,3.0,unfurnished
30/08/2025,alley_house,0.06758672619993059,11500000000.0,0.11415780637940683,66.0,certificate,3.0,2.0,partially_furnished
29/08/2025,alley_house,0.049938525433998675,8500000000.0,0.2115277000559597,118.2,certificate,12.0,11.0,partially_furnished
28/08/2025,alley_house,0.019936584131914417,3400000000.0,0.05036373810856183,31.8,certificate,2.0,1.0,unfurnished
28/08/2025,alley_house,0.06111571925242222,10400000000.0,0.10912143256855063,63.3,certificate,2.0,2.0,unfurnished
28/08/2025,alley_house,0.0234662242851008,4000000000.0,0.059690356276814016,36.8,certificate,2.0,2.0,partially_furnished
28/08/2025,alley_house,0.049938525433998675,8500000000.0,0.09606416713299756,56.3,certificate,4.0,4.0,unfurnished
27/08/2025,alley_house,0.07641082658289654,13000000000.0,0.0906547285954113,53.4,certificate,4.0,3.0,unfurnished
27/08/2025,alley_house,0.024642771002829595,4200000000.0,0.055586644282783065,34.6,certificate,1.0,1.0,unfurnished
27/08/2025,alley_house,0.032290324668066764,5500000000.0,0.07312068643909718,44.0,certificate,2.0,1.0,unfurnished
27/08/2025,alley_house,0.016112807299295838,2750000000.0,0.02089162469688491,16.0,certificate,1.0,2.0,furnished
26/08/2025,alley_house,0.056409532381507047,9600000000.0,0.1285207983585152,73.7,certificate,4.0,4.0,unfurnished
26/08/2025,alley_house,0.049938525433998675,8500000000.0,0.10296586457750419,60.0,certificate,3.0,3.0,unfurnished
26/08/2025,alley_house,0.016406943978728036,2800000000.0,0.10539078530124976,61.3,certificate,3.0,1.0,partially_furnished
26/08/2025,alley_house,0.06758672619993059,11500000000.0,0.17478082447304608,98.5,certificate,5.0,6.0,unfurnished
26/08/2025,alley_house,0.03876133161557513,6600000000.0,0.06920350680843126,41.9,certificate,2.0,2.0,partially_furnished
26/08/2025,alley_house,0.016406943978728036,2800000000.0,0.0408505875769446,26.7,certificate,2.0,2.0,unfurnished
26/08/2025,alley_house,0.011700757107812858,2000000000.0,0.024622271964185784,18.0,certificate,2.0,2.0,unfurnished
26/08/2025,alley_house,0.025231044361693992,4300000000.0,0.15407573213952622,87.4,certificate,4.0,4.0,partially_furnished
26/08/2025,alley_house,0.02570166304878551,4380000000.0,0.08265249020705093,49.11,certificate,1.0,1.0,partially_furnished
26/08/2025,alley_house,0.0646453594056086,11000000000.0,0.08114157806379406,48.3,certificate,7.0,8.0,unfurnished
26/08/2025,alley_house,0.06876327291765938,11700000000.0,0.1151930609960828,66.55499999999999,certificate,3.0,3.0,unfurnished
26/08/2025,alley_house,0.037584784897846335,6400000000.0,0.10706957657153517,62.2,certificate,3.0,2.0,unfurnished
26/08/2025,alley_house,0.04699715863967669,8000000000.0,0.23353851893303487,130.0,certificate,4.0,4.0,unfurnished
26/08/2025,alley_house,0.06170399261128662,10500000000.0,0.11042715911210595,64.0,certificate,5.0,4.0,partially_furnished
